cement_kg_m3,blast_furnace_slag_kg_m3,fly_ash_kg_m3,water_kg_m3,superplasticizer_kg_m3,coarse_aggregate_kg_m3,fine_aggregate_kg_m3,age_days,compressive_strength_mpa,estimated_co2_kg_m3,estimated_material_cost_index
254.91,35.12,144.7,198.88,27.39,835.59,867.43,180,46.601,265.85,107.31
268.78,188.56,2.57,202.36,28.04,863.16,749.5,3,31.767,286.57,115.65
363.89,148.25,83.91,120.73,4.72,1140.3,577.18,28,62.47,328.91,69.19
313.91,85.53,143.75,208.4,7.52,1110.06,839.27,28,46.376,287.72,68.21
134.15,3.34,168.14,121.23,27.23,1075.99,820.92,3,17.235,161.2,91.13
335.82,115.75,162.31,230.32,16.24,895.77,590.29,56,51.802,322.78,95.49
298.21,181.8,5.88,173.17,11.59,820.09,879.29,365,51.622,284.86,77.71
257.46,5.01,141.14,208.95,27.72,1130.24,570.44,56,30.41,266.36,106.19
188.27,17.63,175.05,124.31,6.22,1134.26,569.53,90,27.694,174.73,46.39
226.44,26.54,172.28,201.91,16.4,866.12,908.98,3,16.552,224.02,76.92
407.98,155.52,68.69,172.24,6.98,955.31,738.69,7,45.17,370.21,80.04
195.24,36.59,35.94,152.12,22.94,949.56,767.44,14,15.692,205.93,84.77
292.61,12.13,166.3,168.95,5.04,927.62,794.2,365,48.785,260.95,55.21
265.5,184.54,73.2,200.91,6.87,1038.78,922.59,14,34.319,251.05,64.89
484.51,12.64,147.51,165.5,14.46,1065.98,553.79,28,67.137,438.8,101.07
492.04,192.87,37.87,194.14,24.61,899.94,880.57,180,88.092,471.88,135.6
408.04,11.49,22.27,183.3,24.5,1023.69,653.64,56,46.8,387.29,111.92
487.32,161.45,11.49,190.79,26.7,837.34,590.45,56,77.04,468.48,136.99
491.77,73.78,8.17,234.92,28.68,863.6,879.47,56,61.788,469.22,136.2
273.8,9.64,168.14,142.47,0.93,1015.06,692.78,7,27.369,238.26,42.58
124.36,113.73,33.57,186.53,16.06,889.73,920.84,365,18.262,140.03,64.37
386.99,138.39,115.2,186.42,4.47,899.44,944.31,180,71.924,348.08,71.9
193.14,51.73,147.15,137.39,26.19,897.99,602.7,180,37.432,212.64,98.16
527.13,85.22,70.62,169.44,28.83,966.76,683.42,365,92.627,501.56,144.11
415.95,206.91,108.95,227.04,8.49,1013.33,639.05,56,63.283,383.8,89.98
152.75,194.95,43.82,156.47,17.81,1015.42,933.16,1,13.546,172.86,78.25
134.91,64.78,54.11,174.71,4.56,977.29,766.58,90,6.014,127.59,34.29
408.88,165.49,138.25,186.5,17.11,1097.97,821.26,180,84.909,389.28,108.96
250.68,46.72,134.82,232.88,19.91,1136.76,890.02,1,7.341,250.91,88.53
532.08,161.8,63.6,227.16,20.01,1085.31,779.53,3,56.058,496.87,127.74
252.02,103.05,131.57,201.71,5.01,837.88,938.36,14,34.71,232.07,55.24
264.94,36.04,153.74,209.75,28.51,1009.26,709.78,14,25.907,276.41,111.74
525.99,83.78,125.96,189.83,11.49,944.4,792.07,90,86.187,473.87,102.75
436.19,126.69,44.32,188.51,28.41,974.77,837.11,1,37.689,425.97,134.01
202.72,105.08,84.17,196.62,14.0,1142.94,706.54,56,23.655,203.76,70.06
462.02,53.07,159.46,178.53,18.79,1045.25,587.68,7,51.969,429.68,112.51
172.47,38.96,161.32,163.12,19.36,992.07,940.18,7,21.584,183.52,78.27
215.6,74.69,26.5,199.87,8.24,844.25,739.45,14,15.291,202.21,52.77
455.6,209.53,64.25,190.3,5.63,957.63,554.14,56,73.503,412.22,85.98
218.96,63.63,137.5,164.4,7.81,1034.24,742.2,180,36.59,205.82,55.77
147.78,151.04,24.32,169.15,16.35,872.47,791.61,3,6.493,162.84,70.17
261.35,124.83,166.22,232.04,24.4,1135.74,838.15,28,47.781,273.25,107.75
234.51,172.42,107.03,167.95,17.49,986.08,622.66,180,51.299,241.53,88.22
477.73,109.4,50.69,160.2,5.81,1086.15,576.06,90,71.211,424.05,81.55
235.28,191.29,138.23,238.74,16.75,976.28,863.88,1,27.606,242.95,89.03
170.95,121.96,40.67,135.42,19.56,1099.08,744.17,365,35.313,185.96,79.58
262.41,80.58,142.68,182.05,4.17,886.13,760.52,14,34.523,238.22,53.27
399.04,79.98,34.17,187.95,13.54,1120.45,740.36,7,34.477,367.12,88.69
233.21,172.01,29.29,186.21,15.95,1142.56,894.29,28,30.139,236.36,81.06
474.87,202.84,60.7,148.07,6.31,1043.23,630.07,1,45.15,429.14,89.38
481.54,152.8,96.23,229.8,24.0,808.32,636.28,90,81.126,460.33,132.32
251.01,115.65,19.26,152.81,0.93,990.16,630.25,56,30.419,223.33,41.31
484.62,93.58,123.01,123.28,28.99,926.33,943.91,14,70.001,467.33,142.11
313.93,78.51,181.06,219.77,5.72,1028.42,754.94,14,43.062,285.1,64.71
304.54,9.39,49.89,142.5,6.67,906.13,856.22,56,29.188,271.18,55.87
157.94,191.47,136.27,221.84,2.23,894.99,707.97,180,33.824,153.95,43.39
402.81,108.92,57.55,162.22,17.62,1108.74,948.24,7,48.569,379.36,102.31
460.34,97.12,149.74,172.54,0.39,1026.72,912.01,56,66.034,401.71,69.01
399.67,125.63,161.66,214.35,2.56,890.63,819.17,1,36.169,355.85,69.63
532.18,94.11,197.47,207.23,8.75,880.42,806.02,7,63.264,476.89,100.22
184.27,147.03,45.76,205.03,2.47,845.28,599.58,365,34.482,171.79,40.41
135.75,89.51,60.4,131.19,13.58,877.59,782.93,365,20.414,144.59,58.91
433.97,158.23,103.5,125.06,1.91,1001.39,589.54,28,66.922,385.07,72.06
257.67,108.43,158.88,142.08,7.15,950.13,554.56,3,29.511,241.23,62.75
396.68,57.75,172.38,168.63,22.28,1088.51,692.34,1,40.628,380.31,114.23
308.5,23.31,156.65,166.18,15.29,1089.77,699.14,7,32.75,291.44,83.13
266.14,124.28,59.2,146.72,10.41,917.79,760.81,28,35.167,252.76,69.03
199.39,138.97,19.56,121.5,9.93,818.52,764.97,365,29.648,195.49,59.26
419.45,135.26,161.6,221.83,29.01,1057.01,610.1,3,51.226,415.65,138.78
447.16,69.23,133.58,124.15,5.67,947.38,868.63,7,52.799,396.68,78.03
380.59,186.06,154.65,123.12,8.39,979.66,672.05,7,55.723,353.03,85.85
495.24,215.24,176.36,214.28,25.74,1016.42,751.8,14,73.872,480.74,145.9
296.99,183.14,53.82,234.57,5.35,979.67,732.53,14,36.123,274.9,63.99
180.78,145.75,50.05,212.27,22.39,978.57,649.73,14,15.827,200.7,89.88
192.12,187.28,43.16,170.77,4.69,989.12,597.06,56,30.775,184.77,49.6
198.67,95.16,2.24,122.43,14.94,842.82,739.16,28,23.972,199.48,67.95
325.17,68.26,159.06,169.86,17.37,1145.83,722.78,56,48.319,312.14,93.57
243.25,131.52,103.03,207.46,9.04,926.65,893.67,7,29.197,232.49,65.11
337.43,156.99,166.71,148.21,2.9,898.66,948.34,1,42.584,305.78,65.4
361.01,182.88,130.2,225.91,21.9,891.41,855.18,28,58.387,357.3,116.07
177.23,11.47,14.78,179.32,9.72,830.28,847.68,14,3.0,167.29,46.96
445.01,55.24,12.04,163.59,2.09,974.21,719.07,365,66.311,385.7,62.97
448.04,5.9,6.8,156.93,8.33,1029.87,585.23,90,52.612,394.71,75.26
408.9,130.22,1.94,210.37,28.28,874.09,690.02,365,62.378,401.98,128.97
498.78,148.32,18.74,221.77,27.16,1093.99,612.78,14,56.071,478.18,138.89
452.11,26.66,40.77,143.12,22.38,995.25,744.79,14,49.203,422.78,113.7
229.17,95.47,177.06,210.16,9.36,855.33,711.59,180,49.365,220.0,64.67
361.39,187.96,136.17,207.13,1.53,1012.25,852.23,14,48.719,325.51,65.79
134.55,76.95,116.72,148.34,4.77,958.5,783.45,365,26.891,129.72,38.14
253.73,151.32,17.74,126.74,24.23,874.32,600.22,7,35.309,265.38,102.32
185.11,164.33,59.31,168.7,1.54,1112.18,693.27,7,14.293,172.5,39.94
225.12,92.05,72.14,135.4,13.47,873.66,942.53,28,30.09,220.8,70.03
139.87,176.67,179.15,149.62,11.58,1020.83,593.17,3,21.893,153.37,65.27
269.68,93.58,23.12,220.04,17.24,964.25,848.55,1,9.62,263.83,82.94
347.13,33.01,23.94,167.4,2.22,934.16,589.03,3,23.959,301.4,50.48
304.05,217.4,83.2,162.23,0.02,1066.27,877.97,28,55.314,275.35,55.07
198.66,207.62,94.91,191.82,24.67,1128.45,920.03,90,44.206,224.77,103.85
459.11,198.59,91.0,182.74,18.41,851.88,578.39,3,51.029,435.42,118.66
425.38,99.02,160.69,191.86,22.07,1075.11,642.88,1,42.239,407.04,119.59
234.14,7.55,77.17,184.09,25.52,1003.24,695.92,1,11.649,241.92,95.5
350.29,182.42,112.75,157.35,17.98,1012.82,739.61,28,64.59,341.54,104.26
371.17,80.88,71.81,175.74,21.46,993.55,930.03,28,43.566,356.92,106.72
337.4,62.53,15.52,221.53,29.93,911.71,836.45,1,21.369,339.37,120.32
310.16,210.85,36.49,234.79,1.97,1083.62,638.04,14,35.379,282.28,58.37
327.52,60.03,192.33,143.89,19.99,969.04,883.78,56,51.302,318.42,101.17
374.44,26.12,175.95,122.12,18.55,1063.78,704.57,3,37.947,353.3,100.18
512.57,179.36,163.45,233.54,12.26,962.94,661.59,365,95.0,471.13,111.26
145.38,67.84,195.73,229.63,6.8,902.85,650.29,28,15.876,143.12,47.02
154.25,0.8,49.04,211.39,7.72,1070.17,590.34,3,3.0,144.5,39.83
414.54,93.51,122.53,210.92,6.01,1099.84,906.16,3,37.272,370.97,76.21
201.22,184.62,195.65,231.15,13.21,1114.65,732.73,90,49.016,209.01,77.91
349.5,136.42,190.03,157.14,3.35,932.34,749.09,7,50.296,315.78,67.45
464.08,66.5,79.27,167.05,18.03,859.65,569.61,7,45.974,429.56,108.6
367.25,178.86,37.41,184.19,10.78,931.49,576.52,180,62.92,342.68,85.05
158.92,131.68,128.55,153.69,1.65,934.95,928.8,56,29.503,149.5,37.55
370.84,98.82,63.46,166.66,19.82,884.37,726.98,1,24.365,355.11,103.5
440.64,36.32,173.53,158.7,5.17,852.75,901.76,1,47.23,388.83,75.3
416.28,90.16,37.56,162.13,29.79,1113.63,855.38,365,67.272,408.57,132.25
212.8,117.25,158.84,164.9,7.72,1057.83,878.57,14,29.634,204.61,59.39
123.76,4.16,130.29,223.08,26.95,826.45,700.59,3,3.0,151.21,87.73
314.22,137.02,12.81,205.34,21.59,918.21,672.54,14,28.91,311.48,101.78
521.57,61.11,121.13,171.1,23.02,957.01,929.11,180,87.239,486.86,129.25
196.58,174.32,123.47,206.29,4.41,871.89,698.73,3,18.932,188.82,51.75
228.22,58.18,42.22,158.77,1.35,842.81,582.35,14,12.334,201.07,36.53
449.14,79.83,165.51,138.15,27.28,837.9,560.15,3,54.788,434.31,134.3
303.99,196.35,61.63,190.22,3.4,917.24,629.76,90,53.449,278.81,61.18
367.81,163.19,95.68,218.66,26.17,1108.6,675.79,28,58.312,367.85,124.81
506.65,15.72,41.91,186.23,16.22,1057.48,555.1,1,35.807,458.54,104.12
331.93,79.14,98.87,140.08,21.04,816.97,806.84,3,43.559,323.32,101.93
226.16,56.7,161.5,233.02,14.99,1104.73,598.65,28,25.912,223.42,75.04
513.25,108.01,66.71,210.89,16.01,966.83,719.85,14,63.527,470.78,111.85
183.89,40.13,49.52,122.38,20.55,976.91,833.65,28,21.64,192.98,78.23
226.01,96.95,86.71,177.28,15.85,1134.41,622.48,56,33.584,225.99,77.0
375.37,66.62,124.95,135.91,1.03,1126.84,698.5,180,66.257,327.88,57.28
257.08,173.28,182.51,137.48,25.46,954.11,836.5,7,48.722,275.03,113.93
253.81,5.96,169.16,138.84,12.54,817.27,817.56,3,24.106,239.61,69.0
539.15,90.15,119.75,221.56,25.49,948.75,921.69,365,95.0,507.76,139.51
469.7,178.9,141.37,162.42,14.0,903.01,876.0,1,48.434,437.0,109.55
306.06,96.0,140.53,168.54,1.31,1078.14,901.13,1,27.135,271.78,52.35
202.13,160.66,144.25,236.13,28.19,809.84,567.04,3,23.797,231.05,111.75
452.35,83.79,151.63,183.97,9.9,824.54,845.42,180,80.523,409.23,90.95
402.58,16.27,179.23,225.31,7.32,909.27,689.77,3,37.625,358.63,74.91
359.12,175.24,161.2,192.55,28.29,904.07,947.98,7,47.36,366.01,132.53
513.54,21.99,91.42,190.25,25.14,919.78,879.25,14,47.079,480.1,129.68
148.99,137.43,21.7,127.85,21.84,871.49,874.99,3,11.505,171.64,82.96
168.15,168.62,20.34,230.96,3.74,1124.05,557.99,1,3.0,161.12,42.13
499.21,29.83,52.33,223.82,23.42,1018.48,707.16,90,64.441,464.94,122.64
153.5,5.45,0.41,199.14,10.51,857.35,835.84,90,3.0,147.68,45.08
344.3,209.21,121.27,233.2,15.01,1072.41,783.19,28,53.233,333.74,98.33
503.34,76.05,68.28,208.16,17.13,1001.91,769.94,56,64.756,461.94,111.27
346.55,176.39,81.46,185.68,21.79,905.71,875.58,14,54.694,343.41,111.67
294.23,105.09,120.81,183.39,18.13,831.11,575.85,90,48.967,288.87,92.82
259.84,41.54,86.78,239.74,27.82,1082.13,825.59,3,17.22,270.02,107.11
517.77,164.69,9.21,191.46,8.97,1030.91,936.96,56,76.291,466.16,96.44
344.26,110.32,108.19,141.06,16.21,1134.37,762.61,1,35.445,328.44,93.88
481.74,175.83,94.76,187.89,7.58,1000.37,587.07,3,54.094,435.81,92.86
382.6,140.61,132.39,191.62,12.4,812.11,805.79,3,44.051,357.54,92.05
140.69,20.39,186.67,205.0,26.59,802.41,817.64,1,10.833,167.29,92.25
129.6,63.18,81.28,227.9,1.36,1139.11,644.31,90,6.728,118.39,26.64
414.43,166.56,54.32,139.69,26.66,986.25,783.14,3,51.194,407.66,130.2
472.99,27.15,78.91,211.9,2.3,1112.2,804.03,180,70.298,409.2,67.58
242.1,21.16,82.44,205.24,25.85,987.56,652.64,3,9.967,250.28,98.47
138.05,189.2,64.16,128.53,14.85,967.06,567.04,28,25.659,155.63,69.5
260.47,21.79,28.26,150.08,5.08,1070.17,799.48,7,20.261,231.61,46.6
449.48,15.07,15.01,121.4,25.76,1122.91,875.64,14,52.606,424.63,120.0
536.3,165.8,100.9,213.96,19.48,1118.56,835.77,90,85.783,500.66,128.71
326.59,151.25,74.79,226.53,19.95,937.9,743.98,28,37.46,321.61,102.66
172.66,38.97,79.09,143.11,5.06,1003.6,630.04,1,9.121,159.16,39.25
350.25,192.24,198.82,135.57,28.16,1058.39,771.43,180,86.883,360.21,133.85
208.64,157.94,156.96,142.65,9.96,811.05,912.03,14,33.305,207.47,67.27
153.39,216.82,0.58,152.03,2.47,1087.22,616.84,90,25.709,149.52,39.78
431.23,160.08,32.07,197.46,7.92,1072.29,914.8,7,40.673,391.07,84.04
138.79,106.25,89.5,226.17,4.24,1103.76,722.15,180,15.925,133.98,38.27
158.19,81.28,152.9,225.6,19.32,815.06,625.56,3,15.252,174.12,79.09
425.5,182.03,28.38,195.64,25.23,1078.58,851.47,3,48.503,415.36,128.01
501.67,45.81,31.53,206.13,18.0,1002.31,932.46,90,59.65,459.05,109.66
276.91,57.71,194.24,178.65,3.64,878.85,702.67,1,22.223,249.12,54.13
151.53,164.06,118.45,136.53,3.75,1058.71,716.05,90,38.467,148.66,43.78
141.12,189.36,72.75,163.47,13.4,967.01,718.05,1,15.495,156.11,66.61
188.07,107.66,140.97,172.48,18.05,929.95,794.51,56,39.691,199.1,80.88
411.57,163.98,69.94,188.44,4.48,801.78,754.4,7,49.735,369.88,74.86
240.15,200.25,98.26,201.49,13.69,888.47,722.68,56,45.463,242.02,81.0
359.73,169.92,109.84,153.12,23.22,1133.44,865.39,14,54.789,357.02,117.51
180.82,119.71,106.79,225.61,20.37,840.7,834.13,28,27.692,196.81,85.28
286.64,134.97,128.47,144.35,21.96,883.59,795.33,3,35.814,290.8,103.88
192.7,23.95,105.75,214.37,25.81,1103.25,836.35,3,4.458,208.88,93.55
219.09,116.51,77.56,212.1,9.46,973.07,927.22,3,27.697,211.08,61.21
477.32,211.1,49.26,146.41,1.83,929.21,869.45,56,78.69,424.41,78.59
151.14,218.55,97.32,215.32,17.4,948.84,701.54,365,38.617,173.56,80.84
245.95,135.66,45.24,145.96,22.13,979.81,902.47,7,26.828,254.87,96.14
397.43,121.53,88.97,216.32,8.9,1037.87,788.87,7,40.679,362.35,82.02
241.6,196.92,187.0,223.01,9.38,834.75,700.44,7,37.026,237.9,73.71
451.87,53.1,3.45,218.44,28.79,1096.07,563.51,1,31.755,433.93,130.04
139.3,43.55,58.07,229.65,20.41,1056.01,795.08,1,3.0,155.27,73.1
478.89,213.76,117.74,195.14,0.07,941.75,916.64,180,90.27,424.49,77.32
279.81,30.61,103.2,202.84,2.84,1005.95,752.9,28,22.692,246.58,46.94
363.97,125.42,160.02,233.38,6.46,1088.47,685.86,28,59.663,331.7,75.01
341.19,49.56,22.18,205.18,13.65,1068.86,905.66,90,44.295,315.77,79.43
265.19,130.89,91.24,239.76,15.28,1002.66,946.02,365,43.965,260.85,82.84
136.24,84.53,170.14,218.68,13.83,1055.93,696.11,1,10.803,147.25,63.65
240.58,110.33,75.77,215.15,25.2,1043.53,674.11,56,35.971,254.05,102.63
194.39,12.19,117.88,192.93,8.73,860.96,791.34,56,21.305,182.41,50.73
148.45,25.03,196.17,219.57,2.94,1125.23,677.99,56,21.661,136.57,34.77
264.67,21.33,59.96,195.44,15.41,963.11,802.91,14,16.501,252.31,74.17
148.85,203.91,5.24,157.98,25.23,1026.88,621.67,365,38.878,181.28,95.43
256.03,45.8,76.22,124.07,6.64,832.28,624.37,7,25.261,232.98,53.59
156.31,152.19,162.87,223.13,15.28,1041.59,854.75,7,29.881,171.22,74.12
455.13,32.8,150.03,187.78,22.53,821.92,863.53,7,45.697,428.21,119.24
475.25,0.15,143.3,133.57,9.01,1002.92,861.02,365,82.295,421.25,85.29
334.89,219.94,77.73,220.54,18.21,882.19,834.59,3,40.087,330.74,104.22
182.88,48.78,23.92,161.46,3.22,950.55,560.88,56,4.846,164.5,34.37
306.33,43.9,47.81,206.93,5.9,1016.41,658.81,1,7.721,273.84,56.49
171.88,17.7,175.11,216.19,15.89,1035.7,693.16,3,11.616,176.26,68.59
492.66,200.4,104.45,220.37,15.58,963.88,762.64,3,54.326,459.8,116.27
201.63,43.1,148.69,200.55,9.4,930.29,665.45,1,9.581,192.42,56.67
212.2,26.08,23.54,193.96,28.11,959.05,780.54,1,3.0,227.65,98.51
470.32,6.44,107.55,233.72,22.12,986.31,565.3,180,69.765,437.76,116.49
307.88,126.07,169.81,167.99,7.37,1093.43,611.44,1,33.629,285.71,70.98
505.72,156.33,158.67,156.64,7.09,998.01,659.5,180,89.699,455.32,95.7
518.2,17.23,25.81,156.16,7.01,922.02,826.7,1,32.484,453.41,81.95
410.5,86.14,25.11,201.36,23.86,978.96,719.69,14,47.994,393.63,115.94
264.21,210.28,194.57,216.3,21.06,1018.18,716.12,7,46.813,276.88,106.86
180.69,158.96,20.36,221.9,11.16,825.99,702.16,14,15.274,182.98,61.52
247.4,199.99,48.01,216.45,3.13,1007.6,827.5,365,46.513,230.25,53.42
297.07,149.57,65.54,208.73,11.61,1121.5,734.55,14,35.893,282.86,77.76
273.59,157.1,171.37,225.45,27.39,1144.75,713.11,3,32.737,290.8,119.15
243.97,45.6,76.3,215.08,5.77,1055.2,679.61,14,22.303,221.33,49.96
511.4,21.3,74.59,221.79,28.84,868.81,908.22,7,46.896,483.82,137.95
459.54,205.44,9.68,186.6,4.19,969.13,947.09,28,59.665,411.88,80.38
197.62,141.12,66.18,153.45,12.02,978.74,916.48,180,36.035,198.41,66.3
529.89,14.76,71.01,184.92,15.16,1067.61,831.5,28,62.268,477.12,105.37
140.4,119.98,109.02,130.18,5.48,926.21,567.92,28,21.975,138.69,43.31
316.6,206.32,174.55,148.66,17.5,862.25,778.93,180,79.361,315.04,103.16
168.62,102.13,187.35,169.56,8.52,1088.09,566.73,56,35.923,167.86,56.19
195.47,59.39,85.95,204.88,13.59,810.34,673.43,365,28.165,193.76,65.02
198.97,157.0,18.53,146.43,20.12,907.68,590.05,90,28.873,212.67,85.9
320.6,117.11,35.62,149.57,26.15,1026.48,612.2,180,50.409,323.25,113.46
431.81,73.1,104.22,164.5,7.85,1128.39,846.67,56,61.829,386.8,80.74
361.99,196.12,25.12,147.38,27.08,952.7,694.91,56,61.909,365.26,125.88
513.18,176.0,6.06,204.87,2.34,1132.68,609.95,28,64.105,452.39,80.0
370.72,119.84,147.78,137.2,20.9,1042.36,693.39,7,51.721,359.9,111.04
328.83,132.3,62.88,154.24,20.15,1057.62,616.61,7,42.97,322.27,101.62
416.26,122.87,156.06,226.36,2.73,1141.15,948.74,56,56.575,369.9,71.61
163.87,174.0,117.72,197.62,23.74,902.95,668.05,3,23.266,191.82,95.92
491.2,49.6,172.56,160.93,29.22,924.15,755.14,14,67.812,471.19,142.36
476.44,31.66,20.85,139.08,0.12,1072.32,889.12,3,45.524,407.79,60.52
132.68,42.27,71.91,130.36,13.37,948.28,585.58,56,8.064,138.57,55.19
353.51,163.39,159.42,199.26,9.62,852.83,890.93,28,57.695,330.5,84.28
510.48,72.56,111.86,153.05,12.59,840.34,714.43,3,58.92,461.37,102.29
446.34,31.96,8.19,176.44,19.96,1076.29,619.16,365,65.794,413.72,106.02
398.18,82.79,138.99,204.22,15.44,828.23,859.52,90,64.695,371.73,97.73
421.74,13.8,187.27,175.45,15.5,1020.97,913.98,28,54.683,387.99,97.82
217.64,22.02,34.28,195.87,21.24,1119.5,914.99,28,11.447,221.21,82.13
328.21,84.06,15.26,238.24,3.52,968.34,793.87,90,31.147,290.8,54.68
210.8,189.12,185.58,140.48,16.28,980.91,667.83,14,46.244,222.17,86.66
238.46,182.63,90.06,217.41,0.6,890.49,689.7,90,39.416,218.25,46.51
492.52,89.93,72.39,232.55,25.44,862.73,616.28,365,80.306,467.09,131.9
406.94,158.83,181.86,176.57,19.09,977.41,640.58,7,63.978,391.2,114.95
276.67,168.61,53.63,235.57,20.65,1113.2,642.69,56,40.561,281.08,98.77
503.84,33.95,66.92,163.89,18.05,838.41,647.7,180,73.879,460.87,110.65
120.21,1.01,27.91,193.32,27.06,856.96,728.34,180,3.0,146.11,83.27
124.4,134.15,49.07,183.97,8.79,807.7,617.65,1,9.55,130.18,48.27
169.4,37.85,17.86,148.1,26.01,1111.73,862.65,180,18.521,188.6,88.71
169.81,116.53,124.82,160.8,4.05,972.79,621.77,7,20.87,161.48,43.66
300.92,137.24,44.55,224.4,17.34,1016.59,656.3,28,33.106,294.03,90.86
371.58,34.18,150.53,239.1,14.7,1055.02,767.73,3,28.437,344.77,89.75
143.46,160.19,51.57,138.48,11.48,1071.85,800.12,56,37.12,152.54,59.18
123.48,105.32,135.43,191.81,13.56,965.04,621.18,3,6.589,136.74,61.51
311.7,187.22,155.09,212.65,2.69,988.28,895.24,28,55.074,285.47,63.45
164.14,200.0,8.89,234.6,1.22,1059.35,770.92,14,8.177,155.65,37.1
344.08,13.78,154.52,239.12,3.78,1038.34,698.42,3,24.168,302.57,57.89
264.29,43.74,194.98,192.13,22.65,943.32,729.73,56,44.115,267.84,99.2
378.47,17.77,34.86,193.83,28.48,807.83,612.87,28,47.548,369.21,119.26
318.66,76.7,37.83,192.77,29.58,897.91,889.69,56,43.064,324.32,119.08
496.9,154.37,16.4,211.46,22.63,891.06,733.59,56,75.878,469.72,127.68
393.96,17.8,186.77,225.28,9.13,916.34,869.43,3,33.508,354.46,78.82
217.45,211.73,101.5,204.8,28.09,834.3,701.64,56,46.014,246.64,115.21
255.66,154.81,175.56,206.9,17.09,1064.8,898.18,3,34.668,259.01,91.27
213.16,101.86,125.04,214.61,7.37,946.13,694.15,365,34.397,202.62,56.14
245.55,104.28,187.49,204.87,26.69,1120.25,674.93,180,51.351,262.47,110.99
222.22,179.49,130.58,148.16,16.2,983.54,594.79,56,50.52,229.98,84.95
486.38,133.52,115.9,135.36,14.8,964.17,609.4,1,48.639,448.77,109.36
157.59,70.35,194.87,135.05,5.61,986.24,718.5,7,21.985,151.75,45.66
281.15,139.42,90.81,164.2,4.12,1115.67,646.13,365,65.451,257.15,57.44
179.53,87.28,114.34,228.02,29.97,1102.9,598.09,365,32.475,208.96,107.16
419.36,152.08,103.74,224.07,3.13,871.62,833.07,14,54.286,374.18,72.94
453.3,119.22,2.63,182.83,19.39,885.62,615.4,3,45.126,424.73,111.32
459.63,112.69,47.47,155.99,22.86,1035.5,863.59,28,53.199,436.1,122.09
196.29,74.39,98.42,235.66,17.98,836.22,551.76,28,10.414,202.79,77.64
429.99,150.04,35.9,200.44,24.82,803.58,832.71,7,53.08,416.42,125.58
250.51,101.89,116.5,234.04,3.61,895.64,611.58,365,42.96,228.17,50.88
529.35,91.24,21.92,189.34,22.25,1043.46,910.85,14,56.547,492.37,126.4
416.42,11.64,52.05,214.45,2.27,1073.28,890.91,28,37.27,359.45,58.55
152.37,100.16,161.99,135.32,11.01,1109.06,592.7,7,27.222,157.39,59.31
238.21,38.92,69.03,200.82,20.15,895.26,865.87,28,24.931,238.83,84.46
197.2,103.89,188.57,222.8,22.38,1051.36,576.32,180,35.94,214.47,94.42
356.89,73.45,27.57,160.71,17.9,866.13,664.6,365,56.189,337.69,93.83
360.94,22.02,189.73,164.52,24.02,970.99,919.08,56,52.359,350.57,112.49
435.47,73.4,128.39,219.83,21.77,909.79,892.6,365,75.637,412.69,116.96
255.15,28.95,189.93,143.3,22.63,929.44,917.35,56,42.833,258.9,96.81
398.33,165.27,30.95,124.31,0.48,1141.0,635.34,28,56.151,351.54,61.82
399.73,177.69,13.51,208.65,11.73,1006.09,577.46,90,59.873,371.25,90.28
473.61,176.89,11.14,224.97,23.87,977.97,750.36,7,45.905,453.37,129.33
225.49,3.29,74.14,151.17,27.47,1053.71,894.09,365,42.23,237.33,98.93
363.13,202.09,47.11,233.33,1.69,833.85,595.82,7,38.843,326.45,63.82
532.29,172.78,198.3,231.36,23.4,918.94,557.91,14,65.911,505.94,142.4
342.43,107.82,87.48,128.86,15.36,817.0,860.94,90,58.151,324.94,90.53
435.55,159.14,113.0,192.98,4.3,1111.71,909.92,365,84.322,390.5,78.68
482.43,125.07,118.85,208.11,0.61,1138.97,921.59,90,70.715,422.18,72.93
359.35,98.18,65.67,193.52,14.47,938.98,879.34,365,65.945,336.78,88.79
195.66,211.06,199.55,127.98,7.95,1020.82,882.43,90,58.523,197.8,66.12
121.88,0.56,105.46,134.33,13.5,979.3,890.07,56,3.0,127.35,52.63
336.79,38.54,187.04,167.56,28.68,915.38,821.81,180,66.228,338.6,122.3
495.94,82.61,142.0,139.37,18.55,1032.81,939.81,28,69.942,459.85,117.35
306.46,176.05,47.79,123.44,0.54,801.15,889.12,14,41.343,274.63,52.36
163.16,184.71,91.17,206.84,1.47,1140.73,949.49,1,18.255,155.8,39.84
152.15,78.69,78.73,220.79,12.4,1131.75,669.31,180,18.218,156.25,57.92
381.73,127.24,109.84,191.55,25.33,809.35,688.47,28,55.937,376.11,122.44
214.75,27.85,5.7,156.59,28.1,1136.19,654.36,180,16.358,229.56,98.19
453.04,173.73,107.47,125.57,7.45,935.13,803.68,7,57.82,411.32,89.46
401.92,59.38,89.76,160.38,24.46,940.09,619.29,14,48.28,386.73,117.13
451.99,202.65,5.18,226.61,23.53,1096.71,581.13,1,41.654,436.14,127.47
289.65,103.61,185.07,131.63,2.55,1095.72,831.57,3,42.953,261.24,55.79
186.69,212.87,145.38,226.92,28.53,988.04,785.42,14,35.807,222.15,114.45
312.11,193.28,40.87,175.64,10.91,822.21,609.88,180,57.415,297.1,79.9
514.81,165.94,112.87,221.28,23.68,971.74,769.31,3,62.584,489.35,137.11
366.17,59.99,85.89,193.92,18.54,949.81,794.91,7,36.665,346.82,97.91
