run_id,tool_type,material_family,cooling,carbon_pct,cutting_speed_m_per_min,feed_mm_per_rev,depth_of_cut_mm,cutting_distance_m,wear_vb_um
W0118,carbide_A,alloy_steel,flood,0.6218,114.052,0.2078,1.4116,5500.0,289.312
W0118,carbide_A,alloy_steel,flood,0.6218,114.052,0.2078,1.4116,5600.0,273.571
W0118,carbide_A,alloy_steel,flood,0.6218,114.052,0.2078,1.4116,5700.0,307.712
W0118,carbide_A,alloy_steel,flood,0.6218,114.052,0.2078,1.4116,5800.0,299.295
W0118,carbide_A,alloy_steel,flood,0.6218,114.052,0.2078,1.4116,5900.0,302.965
W0118,carbide_A,alloy_steel,flood,0.6218,114.052,0.2078,1.4116,6000.0,317.111
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,0.0,22.143
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,100.0,25.662
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,200.0,12.786
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,300.0,22.64
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,400.0,5.595
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,500.0,22.561
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,600.0,19.159
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,700.0,30.102
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,800.0,36.734
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,900.0,25.015
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1000.0,40.397
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1100.0,31.26
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1200.0,35.579
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1300.0,29.77
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1400.0,39.27
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1500.0,32.001
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1600.0,57.404
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1700.0,48.629
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1800.0,47.584
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,1900.0,43.462
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2000.0,41.972
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2100.0,58.019
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2200.0,63.583
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2300.0,49.08
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2400.0,72.118
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2500.0,65.94
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2600.0,62.574
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2700.0,59.581
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2800.0,58.761
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,2900.0,71.25
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3000.0,73.96
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3100.0,82.342
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3200.0,72.727
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3300.0,63.851
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3400.0,86.333
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3500.0,83.034
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3600.0,111.664
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3700.0,88.457
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3800.0,84.001
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,3900.0,95.446
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4000.0,119.215
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4100.0,111.488
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4200.0,86.876
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4300.0,85.012
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4400.0,108.255
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4500.0,106.886
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4600.0,124.717
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4700.0,103.185
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4800.0,116.727
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,4900.0,138.826
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5000.0,123.389
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5100.0,107.136
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5200.0,164.843
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5300.0,129.607
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5400.0,148.527
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5500.0,162.154
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5600.0,150.059
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5700.0,153.061
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5800.0,157.739
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,5900.0,142.236
W0119,coated_C,low_carbon_steel,flood,0.6361,199.957,0.0988,0.8005,6000.0,159.722
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,0.0,12.637
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,100.0,15.286
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,200.0,14.568
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,300.0,27.648
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,400.0,19.928
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,500.0,29.423
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,600.0,28.358
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,700.0,33.971
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,800.0,32.553
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,900.0,40.493
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1000.0,35.381
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1100.0,53.127
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1200.0,49.606
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1300.0,46.196
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1400.0,48.32
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1500.0,65.726
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1600.0,59.581
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1700.0,55.055
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1800.0,88.113
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,1900.0,63.557
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2000.0,74.664
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2100.0,69.729
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2200.0,79.088
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2300.0,86.201
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2400.0,79.77
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2500.0,94.439
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2600.0,73.447
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2700.0,98.52
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2800.0,111.242
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,2900.0,97.994
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3000.0,126.359
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3100.0,114.243
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3200.0,114.262
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3300.0,145.712
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3400.0,128.307
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3500.0,128.02
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3600.0,120.395
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3700.0,142.439
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3800.0,109.824
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,3900.0,144.302
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4000.0,146.73
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4100.0,153.71
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4200.0,154.634
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4300.0,177.074
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4400.0,148.086
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4500.0,187.551
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4600.0,173.906
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4700.0,180.378
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4800.0,201.913
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,4900.0,182.918
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5000.0,207.574
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5100.0,201.989
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5200.0,202.275
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5300.0,198.133
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5400.0,206.25
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5500.0,208.43
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5600.0,237.546
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5700.0,217.693
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5800.0,239.762
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,5900.0,242.058
W0120,coated_C,cast_iron,flood,0.7418,193.006,0.099,1.5794,6000.0,229.352
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,0.0,17.085
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,100.0,19.967
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,200.0,18.749
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,300.0,21.118
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,400.0,29.157
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,500.0,28.84
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,600.0,34.728
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,700.0,38.796
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,800.0,52.243
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,900.0,40.456
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1000.0,52.983
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1100.0,55.005
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1200.0,57.364
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1300.0,46.875
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1400.0,78.297
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1500.0,71.759
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1600.0,82.439
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1700.0,93.109
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1800.0,98.015
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,1900.0,92.273
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2000.0,99.435
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2100.0,108.887
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2200.0,121.817
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2300.0,111.909
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2400.0,127.855
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2500.0,127.273
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2600.0,128.353
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2700.0,140.03
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2800.0,137.822
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,2900.0,140.947
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3000.0,165.734
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3100.0,179.816
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3200.0,177.026
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3300.0,171.178
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3400.0,187.298
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3500.0,190.611
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3600.0,169.338
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3700.0,181.667
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3800.0,200.994
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,3900.0,206.333
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4000.0,201.239
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4100.0,222.012
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4200.0,229.929
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4300.0,219.261
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4400.0,239.569
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4500.0,240.211
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4600.0,259.337
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4700.0,270.489
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4800.0,255.62
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,4900.0,279.991
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5000.0,276.219
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5100.0,291.343
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5200.0,298.027
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5300.0,281.527
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5400.0,300.254
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5500.0,334.154
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5600.0,322.754
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5700.0,314.645
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5800.0,339.759
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,5900.0,328.785
W0121,carbide_A,cast_iron,flood,0.1574,238.036,0.095,1.5034,6000.0,347.785
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,0.0,4.76
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,100.0,14.117
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,200.0,22.244
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,300.0,36.987
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,400.0,50.901
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,500.0,57.396
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,600.0,71.107
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,700.0,78.259
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,800.0,95.389
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,900.0,117.039
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1000.0,115.763
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1100.0,136.165
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1200.0,148.868
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1300.0,169.361
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1400.0,172.418
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1500.0,189.009
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1600.0,198.859
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1700.0,208.8
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1800.0,219.091
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,1900.0,225.793
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2000.0,262.15
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2100.0,267.53
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2200.0,274.949
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2300.0,294.437
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2400.0,314.072
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2500.0,321.85
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2600.0,346.223
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2700.0,342.873
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2800.0,387.046
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,2900.0,399.019
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3000.0,406.097
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3100.0,421.629
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3200.0,442.536
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3300.0,454.735
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3400.0,457.239
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3500.0,473.983
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3600.0,507.312
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3700.0,500.961
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3800.0,534.562
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,3900.0,544.667
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4000.0,561.525
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4100.0,585.515
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4200.0,611.167
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4300.0,641.081
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4400.0,655.106
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4500.0,646.564
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4600.0,676.913
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4700.0,682.818
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4800.0,748.169
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,4900.0,739.544
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5000.0,756.645
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5100.0,793.131
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5200.0,789.801
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5300.0,834.601
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5400.0,846.714
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5500.0,861.501
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5600.0,911.104
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5700.0,874.486
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5800.0,913.419
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,5900.0,902.241
W0122,carbide_A,alloy_steel,flood,0.7153,183.61,0.337,1.7812,6000.0,957.113
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,0.0,13.93
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,100.0,27.376
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,200.0,43.234
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,300.0,61.144
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,400.0,75.719
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,500.0,93.263
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,600.0,109.69
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,700.0,131.696
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,800.0,141.362
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,900.0,150.271
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1000.0,176.186
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1100.0,194.598
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1200.0,224.186
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1300.0,239.187
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1400.0,247.424
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1500.0,272.439
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1600.0,298.261
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1700.0,308.997
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1800.0,329.561
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,1900.0,355.67
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2000.0,363.442
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2100.0,386.515
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2200.0,410.216
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2300.0,437.69
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2400.0,436.991
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2500.0,487.147
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2600.0,500.995
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2700.0,505.574
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2800.0,537.259
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,2900.0,543.78
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3000.0,584.128
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3100.0,605.226
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3200.0,627.118
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3300.0,657.503
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3400.0,671.021
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3500.0,676.147
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3600.0,725.077
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3700.0,749.468
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3800.0,765.156
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,3900.0,781.699
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4000.0,820.821
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4100.0,853.219
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4200.0,860.478
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4300.0,882.477
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4400.0,913.83
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4500.0,952.926
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4600.0,973.645
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4700.0,985.747
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4800.0,1014.114
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,4900.0,1042.439
W0123,carbide_B,stainless,dry,0.57,194.953,0.3102,1.7945,5000.0,1081.37
