cell_id,cell_type,ambient_temp_c,charge_rate_c,discharge_rate_c,depth_of_discharge,cycle_index,capacity_ah,capacity_percent
B042,LFP_graphite,17.45,1.874,2.733,0.918,440,-0.9175,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,450,-1.0048,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,460,-1.1042,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,470,-1.2223,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,480,-1.3096,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,490,-1.426,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,500,-1.5194,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,510,-1.637,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,520,-1.7268,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,530,-1.8598,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,540,-1.9535,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,550,-2.0611,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,560,-2.1957,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,570,-2.285,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,580,-2.4094,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,590,-2.5184,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,600,-2.6496,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,610,-2.7384,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,620,-2.8684,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,630,-2.9798,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,640,-3.117,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,650,-3.2314,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,660,-3.3493,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,670,-3.4911,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,680,-3.6062,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,690,-3.732,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,700,-3.8528,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,710,-3.9812,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,720,-4.1026,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,730,-4.23,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,740,-4.3708,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,750,-4.4848,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,760,-4.6267,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,770,-4.7424,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,780,-4.8889,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,790,-5.0134,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,800,-5.1505,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,810,-5.2924,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,820,-5.4242,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,830,-5.5639,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,840,-5.7039,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,850,-5.8355,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,860,-5.9829,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,870,-6.1149,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,880,-6.246,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,890,-6.3883,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,900,-6.5384,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,910,-6.6926,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,920,-6.8269,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,930,-6.9676,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,940,-7.1127,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,950,-7.2486,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,960,-7.4017,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,970,-7.542,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,980,-7.702,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,990,-7.846,45.0
B042,LFP_graphite,17.45,1.874,2.733,0.918,1000,-8.0019,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,0,2.0605,99.608
B043,LFP_graphite,24.65,1.873,1.845,0.864,10,2.0551,99.349
B043,LFP_graphite,24.65,1.873,1.845,0.864,20,2.034,98.329
B043,LFP_graphite,24.65,1.873,1.845,0.864,30,1.9997,96.671
B043,LFP_graphite,24.65,1.873,1.845,0.864,40,1.965,94.995
B043,LFP_graphite,24.65,1.873,1.845,0.864,50,1.9086,92.265
B043,LFP_graphite,24.65,1.873,1.845,0.864,60,1.8697,90.388
B043,LFP_graphite,24.65,1.873,1.845,0.864,70,1.7946,86.754
B043,LFP_graphite,24.65,1.873,1.845,0.864,80,1.7376,84.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,90,1.6925,81.82
B043,LFP_graphite,24.65,1.873,1.845,0.864,100,1.6338,78.981
B043,LFP_graphite,24.65,1.873,1.845,0.864,110,1.5534,75.096
B043,LFP_graphite,24.65,1.873,1.845,0.864,120,1.4643,70.787
B043,LFP_graphite,24.65,1.873,1.845,0.864,130,1.4051,67.928
B043,LFP_graphite,24.65,1.873,1.845,0.864,140,1.3249,64.047
B043,LFP_graphite,24.65,1.873,1.845,0.864,150,1.2509,60.472
B043,LFP_graphite,24.65,1.873,1.845,0.864,160,1.1504,55.612
B043,LFP_graphite,24.65,1.873,1.845,0.864,170,1.0643,51.451
B043,LFP_graphite,24.65,1.873,1.845,0.864,180,0.9905,47.884
B043,LFP_graphite,24.65,1.873,1.845,0.864,190,0.8874,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,200,0.7989,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,210,0.6954,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,220,0.5986,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,230,0.4905,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,240,0.3834,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,250,0.279,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,260,0.1852,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,270,0.0512,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,280,-0.0561,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,290,-0.1531,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,300,-0.2755,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,310,-0.3969,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,320,-0.5152,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,330,-0.6349,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,340,-0.7662,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,350,-0.8903,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,360,-1.024,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,370,-1.1495,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,380,-1.2813,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,390,-1.4157,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,400,-1.561,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,410,-1.6738,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,420,-1.8305,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,430,-1.9576,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,440,-2.13,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,450,-2.262,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,460,-2.3903,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,470,-2.5565,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,480,-2.7,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,490,-2.8404,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,500,-2.9861,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,510,-3.1379,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,520,-3.2975,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,530,-3.4404,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,540,-3.6194,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,550,-3.7635,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,560,-3.9378,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,570,-4.0937,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,580,-4.2697,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,590,-4.4234,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,600,-4.5903,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,610,-4.7546,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,620,-4.9281,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,630,-5.1046,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,640,-5.2686,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,650,-5.4397,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,660,-5.6345,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,670,-5.7989,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,680,-5.9858,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,690,-6.157,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,700,-6.3217,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,710,-6.5198,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,720,-6.6918,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,730,-6.8725,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,740,-7.0686,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,750,-7.2533,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,760,-7.4251,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,770,-7.6142,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,780,-7.8136,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,790,-8.0032,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,800,-8.2009,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,810,-8.3968,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,820,-8.5731,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,830,-8.7773,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,840,-8.9905,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,850,-9.1883,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,860,-9.3814,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,870,-9.5859,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,880,-9.7925,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,890,-9.9763,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,900,-10.1894,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,910,-10.3884,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,920,-10.606,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,930,-10.8117,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,940,-11.0117,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,950,-11.2258,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,960,-11.449,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,970,-11.6679,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,980,-11.8759,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,990,-12.0907,45.0
B043,LFP_graphite,24.65,1.873,1.845,0.864,1000,-12.3044,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,0,2.0877,99.57
B044,LFP_graphite,34.56,2.44,1.19,0.636,10,2.0825,99.32
B044,LFP_graphite,34.56,2.44,1.19,0.636,20,2.0457,97.566
B044,LFP_graphite,34.56,2.44,1.19,0.636,30,1.9961,95.201
B044,LFP_graphite,34.56,2.44,1.19,0.636,40,1.9386,92.46
B044,LFP_graphite,34.56,2.44,1.19,0.636,50,1.8533,88.389
B044,LFP_graphite,34.56,2.44,1.19,0.636,60,1.8022,85.955
B044,LFP_graphite,34.56,2.44,1.19,0.636,70,1.7165,81.865
B044,LFP_graphite,34.56,2.44,1.19,0.636,80,1.6378,78.113
B044,LFP_graphite,34.56,2.44,1.19,0.636,90,1.5238,72.673
B044,LFP_graphite,34.56,2.44,1.19,0.636,100,1.435,68.442
B044,LFP_graphite,34.56,2.44,1.19,0.636,110,1.3257,63.226
B044,LFP_graphite,34.56,2.44,1.19,0.636,120,1.23,58.665
B044,LFP_graphite,34.56,2.44,1.19,0.636,130,1.0974,52.338
B044,LFP_graphite,34.56,2.44,1.19,0.636,140,0.9965,47.527
B044,LFP_graphite,34.56,2.44,1.19,0.636,150,0.8665,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,160,0.7322,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,170,0.5838,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,180,0.4377,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,190,0.2954,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,200,0.1514,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,210,-0.0173,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,220,-0.1694,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,230,-0.3393,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,240,-0.483,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,250,-0.6703,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,260,-0.8447,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,270,-1.0158,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,280,-1.2116,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,290,-1.4145,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,300,-1.5944,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,310,-1.7877,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,320,-1.9644,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,330,-2.1793,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,340,-2.3827,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,350,-2.5989,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,360,-2.7984,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,370,-3.0099,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,380,-3.2385,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,390,-3.4499,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,400,-3.6821,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,410,-3.9211,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,420,-4.1467,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,430,-4.3764,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,440,-4.6327,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,450,-4.86,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,460,-5.105,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,470,-5.3568,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,480,-5.5984,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,490,-5.8671,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,500,-6.0937,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,510,-6.3635,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,520,-6.6341,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,530,-6.8984,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,540,-7.1656,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,550,-7.4287,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,560,-7.6889,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,570,-7.9785,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,580,-8.2567,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,590,-8.5433,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,600,-8.8208,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,610,-9.1146,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,620,-9.401,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,630,-9.6872,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,640,-9.9926,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,650,-10.2851,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,660,-10.5801,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,670,-10.8912,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,680,-11.1889,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,690,-11.5026,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,700,-11.8104,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,710,-12.1252,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,720,-12.4363,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,730,-12.7428,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,740,-13.079,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,750,-13.4105,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,760,-13.719,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,770,-14.0524,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,780,-14.3871,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,790,-14.7203,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,800,-15.0441,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,810,-15.3778,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,820,-15.7276,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,830,-16.0555,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,840,-16.4015,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,850,-16.7537,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,860,-17.1099,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,870,-17.4591,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,880,-17.8019,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,890,-18.1563,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,900,-18.5261,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,910,-18.8925,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,920,-19.2477,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,930,-19.6168,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,940,-19.9791,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,950,-20.3547,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,960,-20.7151,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,970,-21.089,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,980,-21.4693,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,990,-21.8591,45.0
B044,LFP_graphite,34.56,2.44,1.19,0.636,1000,-22.2251,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,0,2.173,99.705
B045,NCA_graphite,15.72,0.714,2.597,0.929,10,2.1681,99.481
B045,NCA_graphite,15.72,0.714,2.597,0.929,20,2.1726,99.686
B045,NCA_graphite,15.72,0.714,2.597,0.929,30,2.134,97.915
B045,NCA_graphite,15.72,0.714,2.597,0.929,40,2.1272,97.603
B045,NCA_graphite,15.72,0.714,2.597,0.929,50,2.1019,96.44
B045,NCA_graphite,15.72,0.714,2.597,0.929,60,2.0893,95.863
B045,NCA_graphite,15.72,0.714,2.597,0.929,70,2.0479,93.964
B045,NCA_graphite,15.72,0.714,2.597,0.929,80,2.0316,93.216
B045,NCA_graphite,15.72,0.714,2.597,0.929,90,1.9885,91.238
B045,NCA_graphite,15.72,0.714,2.597,0.929,100,1.9693,90.356
B045,NCA_graphite,15.72,0.714,2.597,0.929,110,1.9289,88.504
B045,NCA_graphite,15.72,0.714,2.597,0.929,120,1.8823,86.365
B045,NCA_graphite,15.72,0.714,2.597,0.929,130,1.8599,85.338
B045,NCA_graphite,15.72,0.714,2.597,0.929,140,1.8151,83.283
B045,NCA_graphite,15.72,0.714,2.597,0.929,150,1.7877,82.023
B045,NCA_graphite,15.72,0.714,2.597,0.929,160,1.7387,79.778
B045,NCA_graphite,15.72,0.714,2.597,0.929,170,1.7041,78.191
B045,NCA_graphite,15.72,0.714,2.597,0.929,180,1.6544,75.91
B045,NCA_graphite,15.72,0.714,2.597,0.929,190,1.6161,74.151
B045,NCA_graphite,15.72,0.714,2.597,0.929,200,1.5567,71.425
B045,NCA_graphite,15.72,0.714,2.597,0.929,210,1.5224,69.85
B045,NCA_graphite,15.72,0.714,2.597,0.929,220,1.4853,68.152
B045,NCA_graphite,15.72,0.714,2.597,0.929,230,1.4277,65.505
B045,NCA_graphite,15.72,0.714,2.597,0.929,240,1.385,63.546
B045,NCA_graphite,15.72,0.714,2.597,0.929,250,1.3419,61.57
B045,NCA_graphite,15.72,0.714,2.597,0.929,260,1.2898,59.179
B045,NCA_graphite,15.72,0.714,2.597,0.929,270,1.238,56.803
B045,NCA_graphite,15.72,0.714,2.597,0.929,280,1.1762,53.966
B045,NCA_graphite,15.72,0.714,2.597,0.929,290,1.1156,51.188
B045,NCA_graphite,15.72,0.714,2.597,0.929,300,1.0597,48.623
B045,NCA_graphite,15.72,0.714,2.597,0.929,310,1.0193,46.767
B045,NCA_graphite,15.72,0.714,2.597,0.929,320,0.9465,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,330,0.8973,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,340,0.8415,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,350,0.7783,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,360,0.7276,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,370,0.6762,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,380,0.5999,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,390,0.5362,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,400,0.4963,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,410,0.4123,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,420,0.3511,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,430,0.3021,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,440,0.2245,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,450,0.1575,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,460,0.0726,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,470,0.0272,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,480,-0.0545,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,490,-0.1148,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,500,-0.196,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,510,-0.2608,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,520,-0.3275,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,530,-0.4092,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,540,-0.4871,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,550,-0.5403,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,560,-0.6239,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,570,-0.7058,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,580,-0.7649,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,590,-0.867,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,600,-0.9351,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,610,-1.0054,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,620,-1.0763,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,630,-1.1509,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,640,-1.2376,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,650,-1.3053,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,660,-1.4044,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,670,-1.4744,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,680,-1.5587,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,690,-1.6519,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,700,-1.7357,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,710,-1.8115,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,720,-1.9004,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,730,-1.9751,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,740,-2.0598,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,750,-2.148,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,760,-2.2289,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,770,-2.3251,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,780,-2.4009,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,790,-2.5054,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,800,-2.5819,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,810,-2.6772,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,820,-2.763,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,830,-2.8556,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,840,-2.9288,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,850,-3.0397,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,860,-3.1123,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,870,-3.2249,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,880,-3.3051,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,890,-3.3949,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,900,-3.4846,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,910,-3.5819,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,920,-3.6876,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,930,-3.772,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,940,-3.8732,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,950,-3.9562,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,960,-4.0675,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,970,-4.1597,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,980,-4.2461,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,990,-4.3544,45.0
B045,NCA_graphite,15.72,0.714,2.597,0.929,1000,-4.4526,45.0
