alloy_family,carbon_pct,chromium_pct,nickel_pct,austenitize_temp_c,tempering_temp_c,hold_time_h,cooling_rate_c_per_s,hardness_hv,charpy_j
spring_steel,0.7705,1.044,1.939,928.84,607.92,3.359,0.1188,294.593,111.911
spring_steel,1.0058,1.6013,1.9275,881.72,456.28,2.084,18.3555,462.137,94.957
bearing_steel,0.8862,1.0746,2.1999,913.44,279.35,3.788,0.4333,496.819,66.488
bearing_steel,0.4298,0.8498,0.5256,866.61,184.0,2.171,5.2468,406.816,77.235
spring_steel,0.8509,0.4851,2.3319,820.2,404.09,2.643,5.5623,358.663,110.69
spring_steel,0.711,0.5888,1.8454,852.82,603.89,2.614,1.663,250.714,119.296
martensitic_stainless,1.0412,3.1675,0.0291,802.82,619.55,0.231,0.8248,446.129,74.244
martensitic_stainless,0.5116,2.3706,2.361,930.2,166.41,3.287,0.1476,520.73,73.658
low_alloy_steel,0.2151,1.2066,1.2439,968.87,478.26,1.137,61.9076,272.508,110.467
spring_steel,0.9595,0.2963,0.7847,763.87,637.33,3.1,0.9822,238.931,107.326
martensitic_stainless,0.5466,3.2865,2.0953,789.63,551.33,2.003,4.0243,377.047,114.808
bearing_steel,0.8953,1.7594,0.3201,909.53,282.72,2.671,21.008,545.974,64.888
martensitic_stainless,0.8823,3.5601,1.2216,956.86,416.06,1.248,93.3776,592.433,72.007
martensitic_stainless,0.2166,2.1009,1.0457,785.05,629.6,1.099,13.8798,244.932,128.586
spring_steel,0.3593,0.1142,0.2102,969.82,533.36,0.532,0.362,170.16,115.159
spring_steel,0.2191,1.6355,2.0927,840.3,543.88,0.333,3.6694,223.235,125.418
low_alloy_steel,0.9082,1.7819,2.4414,762.91,209.07,1.602,19.16,430.389,88.837
bearing_steel,0.5023,0.3785,0.0309,972.95,609.48,0.468,87.2236,277.268,111.604
martensitic_stainless,0.8826,3.9714,2.4759,805.17,432.29,1.35,0.3569,480.652,81.669
martensitic_stainless,0.2898,2.4665,0.3533,883.76,209.16,1.163,0.284,415.277,83.85
bearing_steel,0.5412,0.3034,0.3972,950.01,374.01,2.823,31.0295,424.771,77.369
spring_steel,0.7085,0.9956,2.2828,783.86,228.62,3.452,20.2743,459.531,89.022
bearing_steel,0.5086,1.1445,0.4475,829.46,624.05,1.627,0.3263,207.31,110.262
bearing_steel,0.2831,0.8747,0.8423,851.1,269.92,3.598,8.469,341.033,105.822
spring_steel,0.737,1.6131,1.6902,854.84,448.99,1.557,34.39,378.879,97.017
spring_steel,0.6109,0.432,0.9223,870.77,181.01,1.111,0.1988,350.069,84.965
spring_steel,0.2361,1.1133,1.3871,884.53,272.29,1.764,2.2466,346.979,92.166
low_alloy_steel,0.685,1.2365,0.3222,797.74,240.69,0.347,0.1313,305.827,92.646
martensitic_stainless,0.6719,2.6124,0.184,829.88,260.55,3.438,35.8148,559.229,49.027
bearing_steel,0.2226,1.9081,1.7639,762.98,269.1,3.96,16.1143,331.775,95.217
bearing_steel,0.6028,1.5095,0.0027,816.56,341.46,0.826,7.4716,393.928,95.703
low_alloy_steel,0.9573,0.2671,0.7756,966.82,540.23,0.922,0.3231,298.232,98.005
low_alloy_steel,0.8295,1.1204,1.4678,886.26,521.81,2.83,0.8761,249.399,125.133
low_alloy_steel,0.5916,0.1726,1.7014,837.16,503.04,3.106,64.8305,306.723,106.824
spring_steel,0.6656,0.5713,1.7225,846.19,411.86,2.562,1.4942,288.268,112.587
martensitic_stainless,0.7983,3.2613,1.4419,959.72,277.62,0.489,1.7751,549.099,70.294
bearing_steel,1.0353,1.1381,2.2773,802.33,541.62,1.05,2.7219,405.817,103.087
bearing_steel,0.3913,1.9759,2.1895,822.43,347.91,2.03,0.1005,309.27,98.009
low_alloy_steel,0.3594,0.8323,0.8055,904.01,234.83,1.949,0.1351,272.354,108.007
martensitic_stainless,0.7894,2.9405,2.1132,919.33,541.61,1.237,3.3089,458.072,93.445
martensitic_stainless,0.2908,3.9308,0.4571,863.57,229.61,3.22,0.195,419.943,68.557
martensitic_stainless,0.5273,2.3484,0.7305,873.08,578.08,1.763,0.2002,331.193,101.845
bearing_steel,0.958,1.6261,0.6368,978.94,365.41,1.865,0.1652,467.34,78.756
spring_steel,0.9146,1.4992,2.3373,910.33,275.94,0.274,9.8396,470.498,78.095
low_alloy_steel,0.3726,0.9862,1.713,814.23,476.44,2.008,0.2543,145.668,149.935
low_alloy_steel,0.3261,0.145,0.1416,805.51,499.65,2.59,1.9051,140.436,119.633
martensitic_stainless,0.1625,2.843,1.1159,791.05,237.3,2.234,8.2062,420.09,89.045
low_alloy_steel,0.4363,1.2572,1.175,850.63,604.82,2.681,0.369,146.732,137.102
low_alloy_steel,0.9545,0.6892,1.7655,835.01,389.02,3.747,0.3666,329.549,93.13
martensitic_stainless,0.8468,2.1338,1.3469,897.37,241.42,3.28,92.8579,626.895,52.146
low_alloy_steel,0.1554,0.3261,0.3135,931.41,540.2,2.527,14.8616,175.436,121.462
low_alloy_steel,0.7366,1.8922,0.8771,843.65,236.15,2.74,4.525,434.189,73.54
spring_steel,0.8884,0.8557,0.3601,863.36,401.99,1.666,128.4888,441.347,64.188
low_alloy_steel,0.5016,1.8609,1.504,894.13,646.48,1.314,0.6111,145.954,140.214
martensitic_stainless,0.181,3.6632,0.4112,867.42,427.94,1.214,59.9914,416.104,90.696
spring_steel,0.3796,1.9626,2.384,892.59,506.04,1.511,29.0663,331.024,106.131
martensitic_stainless,0.6413,2.2315,0.7836,889.39,172.6,2.668,19.172,572.887,66.499
martensitic_stainless,0.7883,2.1987,1.3412,835.98,262.41,2.191,1.6114,466.329,69.661
low_alloy_steel,0.807,1.6192,1.3926,823.61,546.57,2.016,31.6761,307.407,109.432
low_alloy_steel,0.3513,0.2969,1.3795,848.91,293.39,2.438,51.013,336.225,107.97
martensitic_stainless,0.6749,3.0471,2.0888,813.95,567.47,2.329,8.3441,421.719,112.246
martensitic_stainless,0.8742,2.7657,1.0355,769.83,642.71,3.465,0.2679,330.313,118.716
martensitic_stainless,0.2383,2.5411,0.8532,949.17,411.42,2.009,7.341,444.244,89.382
bearing_steel,0.4109,0.6175,1.6051,812.15,605.95,2.832,1.5419,214.407,128.699
martensitic_stainless,0.1571,2.6266,1.4826,898.76,499.73,3.146,9.5369,377.371,119.683
bearing_steel,0.9996,1.0929,1.4412,965.78,568.38,2.797,6.1788,417.47,101.813
martensitic_stainless,0.2349,3.6822,0.3067,938.97,162.14,3.633,0.4195,470.956,65.83
low_alloy_steel,1.0305,0.9785,0.2411,795.73,358.36,0.779,0.8996,344.76,91.068
martensitic_stainless,0.6767,3.5659,0.7194,910.61,394.33,0.278,10.1905,517.256,63.827
bearing_steel,0.9113,0.8419,1.0686,804.08,638.48,2.786,3.1901,300.485,120.046
spring_steel,0.7903,0.3171,2.1467,838.94,611.01,0.5,0.7516,239.03,132.189
bearing_steel,0.4653,1.653,0.3783,789.46,394.03,2.423,115.4889,407.747,84.02
low_alloy_steel,0.5155,1.5964,1.5003,774.14,509.0,0.428,18.425,240.666,121.903
martensitic_stainless,0.4366,2.775,1.0816,867.24,394.07,3.003,3.698,409.733,97.327
bearing_steel,0.9531,0.3502,0.8254,783.08,536.74,1.635,15.9493,362.322,87.115
bearing_steel,0.6147,0.2291,2.0979,835.7,452.78,3.577,4.3118,342.242,103.512
martensitic_stainless,0.8389,3.8973,0.3885,856.42,478.58,2.15,1.1044,497.068,89.777
bearing_steel,0.221,1.6648,0.9971,808.78,315.51,0.389,1.4379,313.421,98.162
martensitic_stainless,0.8544,2.3978,0.6703,978.96,251.93,1.366,51.8582,666.759,51.17
martensitic_stainless,0.4064,2.9141,0.7057,903.33,465.13,2.747,66.3205,435.42,73.322
spring_steel,0.1769,0.3856,0.4173,936.9,627.71,3.797,0.376,120.0,127.601
spring_steel,0.7834,0.1569,0.528,914.05,609.78,2.082,0.8643,220.638,118.027
bearing_steel,0.7296,1.2912,0.0022,797.17,348.85,1.912,27.3218,414.79,75.851
low_alloy_steel,0.1918,1.7133,0.8907,874.24,382.62,3.512,1.5731,199.628,129.068
martensitic_stainless,0.3992,2.228,1.4271,942.12,226.32,2.483,8.5199,519.908,71.134
martensitic_stainless,0.7789,2.5331,0.5892,862.15,458.51,0.537,78.2269,521.118,67.197
martensitic_stainless,0.4737,3.2848,1.6255,840.19,597.14,1.505,0.1091,294.666,123.601
martensitic_stainless,0.3754,3.7906,1.2073,917.93,405.01,2.96,110.9361,522.85,80.326
low_alloy_steel,1.0179,1.1691,0.4166,976.77,214.5,1.176,14.1178,499.82,57.249
martensitic_stainless,0.297,3.7788,0.6556,790.25,522.58,0.983,16.5582,384.528,96.169
martensitic_stainless,0.2772,2.5758,2.4257,761.75,192.06,3.208,114.9511,533.313,72.701
spring_steel,0.4726,1.7017,0.0963,878.47,287.06,3.967,0.405,340.15,89.041
low_alloy_steel,0.9184,1.2024,0.7233,940.26,522.02,1.389,0.9603,266.13,128.457
low_alloy_steel,0.7127,1.9247,1.1644,850.89,351.65,0.459,17.3259,372.003,109.373
spring_steel,0.4356,0.3426,2.4061,956.95,506.81,1.336,2.1988,235.716,137.315
low_alloy_steel,0.3315,0.744,0.4786,762.65,240.47,0.259,13.1689,234.279,82.751
martensitic_stainless,0.8954,2.2152,1.0761,778.77,379.36,3.53,0.7713,475.639,82.375
martensitic_stainless,0.6602,2.5979,1.3725,930.68,645.23,2.919,5.7398,407.747,98.625
martensitic_stainless,1.0145,2.25,0.0682,969.66,164.93,1.256,2.3287,615.002,37.936
martensitic_stainless,1.022,2.4631,1.4828,772.32,268.82,1.946,0.7314,530.229,73.411
low_alloy_steel,0.5672,1.4171,1.8951,772.07,258.83,3.595,2.1948,308.996,100.136
bearing_steel,0.4324,0.3322,1.1651,978.63,613.95,0.364,2.0139,211.201,131.345
martensitic_stainless,0.77,3.1246,0.0888,914.07,194.93,3.329,0.2904,564.11,53.401
spring_steel,0.8742,0.8563,1.0651,892.57,623.78,2.82,2.7446,300.393,111.833
spring_steel,0.855,0.1263,0.4559,935.31,505.72,3.065,10.8664,352.891,100.847
spring_steel,0.3412,1.3734,1.0006,830.12,291.59,2.322,150.7567,398.493,80.793
bearing_steel,0.978,1.0749,1.3176,928.25,539.97,2.365,29.3071,419.06,90.958
spring_steel,1.0,0.9967,0.4518,834.58,492.79,3.975,12.8497,392.307,91.756
bearing_steel,0.8504,1.8882,1.4667,894.2,226.86,3.263,0.2539,513.279,69.903
martensitic_stainless,0.9764,3.5004,0.7898,876.19,217.49,2.88,0.305,591.931,56.982
bearing_steel,0.9752,1.2406,2.0033,880.63,618.54,1.069,1.1012,324.824,122.566
low_alloy_steel,0.8391,1.9748,1.4673,897.79,503.42,1.44,0.281,260.773,114.911
low_alloy_steel,0.3983,0.7608,1.8739,941.9,186.39,2.216,8.4192,368.609,98.6
martensitic_stainless,0.263,3.0828,2.4989,880.74,301.93,1.775,29.2548,492.071,86.717
spring_steel,0.93,0.1562,1.8792,861.01,385.66,0.657,1.9124,379.753,109.433
spring_steel,0.2238,1.1034,0.8494,939.32,291.31,0.577,36.4743,346.444,87.968
martensitic_stainless,0.1915,3.7705,0.344,892.35,560.4,3.506,17.2202,374.991,99.939
low_alloy_steel,0.4191,0.9366,1.6196,955.89,398.1,2.067,0.7792,236.127,124.37
bearing_steel,0.1508,1.5713,1.5733,969.2,359.62,1.87,121.7101,390.743,97.739
bearing_steel,0.8308,1.7262,2.4456,857.74,606.65,3.627,24.613,413.574,110.474
spring_steel,0.8073,0.5564,1.7671,902.22,170.93,0.535,0.234,424.29,83.621
spring_steel,0.9828,1.8007,2.0412,978.24,371.36,2.989,2.6344,472.116,86.09
bearing_steel,0.4683,1.5295,2.1252,807.46,363.99,0.781,0.1143,312.377,118.508
low_alloy_steel,0.4045,1.1084,0.0417,760.8,313.23,2.89,33.1083,275.173,95.352
low_alloy_steel,0.8044,0.2993,2.0942,829.49,206.88,3.739,1.724,349.11,102.63
spring_steel,0.5103,1.6774,1.3546,829.06,264.93,1.151,14.2361,401.449,86.219
bearing_steel,0.4013,0.6443,1.4017,780.13,434.27,1.185,1.1586,232.361,118.032
martensitic_stainless,0.8263,3.264,1.6356,950.22,574.65,0.825,0.3847,418.572,82.807
bearing_steel,0.2351,1.5431,1.4907,849.45,342.29,0.976,37.4929,366.027,86.794
spring_steel,0.7316,1.8973,1.6982,760.59,301.42,0.972,67.8272,481.112,81.185
bearing_steel,0.1635,0.6249,2.3054,952.74,572.16,2.76,0.3382,186.689,135.672
martensitic_stainless,0.351,3.2702,1.0883,940.97,211.63,0.329,9.3699,532.81,71.541
martensitic_stainless,0.8116,3.5221,0.0857,763.92,539.31,2.985,5.5166,414.188,97.365
spring_steel,0.6363,1.7889,2.3025,784.35,243.45,2.954,0.3582,380.577,84.772
low_alloy_steel,0.7567,0.9487,0.9777,831.44,237.71,1.289,3.9859,374.309,82.047
low_alloy_steel,0.6957,0.8065,0.0384,762.9,458.06,1.304,6.2699,274.879,97.701
bearing_steel,0.5447,0.5452,2.3461,789.83,214.88,2.701,18.5194,412.103,87.327
bearing_steel,1.0153,0.9331,0.869,817.07,345.9,3.393,102.1869,513.899,66.939
low_alloy_steel,0.3996,1.4058,0.8578,839.41,461.6,3.908,0.5815,192.802,124.549
low_alloy_steel,0.9194,1.9451,0.5632,860.66,399.82,0.74,93.4298,444.058,86.531
martensitic_stainless,0.9244,3.9546,0.1811,851.0,552.86,3.399,1.081,457.867,63.367
low_alloy_steel,0.6523,1.1136,2.2561,818.48,502.84,3.56,3.6047,250.586,119.56
spring_steel,0.3037,0.6741,1.5025,967.82,634.08,2.741,114.7419,252.935,116.923
bearing_steel,0.8584,1.0669,1.3961,785.92,509.68,0.751,7.8429,349.522,109.802
spring_steel,0.2715,0.4801,0.6108,949.52,633.47,2.643,0.2281,120.0,146.868
spring_steel,0.1866,1.4074,0.3676,868.52,571.24,1.9,1.0071,147.485,124.727
bearing_steel,0.9761,0.409,2.0499,882.13,442.6,3.386,121.2883,514.252,58.95
spring_steel,0.3373,1.6211,1.6545,891.72,395.11,2.788,43.8875,315.052,88.377
spring_steel,0.1746,0.5569,1.3471,959.26,257.93,1.864,1.8079,270.532,92.224
bearing_steel,0.2452,1.9579,0.9187,846.97,494.35,3.643,0.6748,201.518,130.786
bearing_steel,0.7531,1.6245,1.3495,769.14,338.66,1.498,0.8178,386.526,84.312
spring_steel,0.5574,1.1944,1.9157,860.8,287.95,0.706,0.1485,308.273,118.641
spring_steel,0.889,0.556,0.137,933.7,427.3,3.63,15.7878,391.653,97.957
low_alloy_steel,0.337,1.1013,1.2313,808.61,260.06,2.563,142.978,377.09,93.359
low_alloy_steel,0.8118,1.1314,0.5883,938.4,205.39,0.505,7.7948,427.081,64.697
spring_steel,1.0243,0.5007,1.9894,962.57,602.06,3.418,1.0185,355.84,104.68
bearing_steel,0.3621,1.5464,1.5778,969.13,592.82,3.129,43.9532,304.058,121.648
bearing_steel,0.5063,0.9252,0.3161,824.81,519.51,2.78,2.8441,244.082,112.178
martensitic_stainless,0.3822,2.3311,1.8665,954.52,409.27,0.294,2.8143,380.136,84.104
bearing_steel,0.1917,0.6094,1.2555,785.68,249.07,2.746,0.1295,254.619,119.497
low_alloy_steel,0.8529,0.7487,0.6022,914.93,270.97,3.755,21.0711,427.838,71.077
martensitic_stainless,0.9836,2.3028,2.2582,761.07,396.48,2.283,6.7535,494.917,79.326
bearing_steel,0.5048,1.7857,0.1327,771.73,558.14,1.031,0.6603,221.86,118.198
spring_steel,0.7331,1.4745,1.7645,810.38,564.88,2.134,0.5947,276.483,131.712
low_alloy_steel,0.9522,0.2682,0.4959,943.06,247.12,3.577,0.1395,348.348,97.634
low_alloy_steel,0.3541,0.7633,2.2349,819.12,578.93,3.814,0.2758,121.267,137.465
low_alloy_steel,0.2308,0.9936,1.213,879.31,418.32,3.773,7.9164,246.684,108.732
low_alloy_steel,0.4856,1.3231,1.9924,950.0,217.47,1.48,0.1146,334.634,97.794
martensitic_stainless,0.7306,2.1551,2.3634,926.66,366.07,0.602,120.1664,577.399,77.563
low_alloy_steel,0.9055,1.0638,0.5794,978.87,441.96,1.538,18.7512,365.879,94.715
martensitic_stainless,0.8996,2.4384,1.64,816.8,602.2,3.925,0.4753,351.016,104.485
martensitic_stainless,0.1521,2.4965,1.1089,835.14,356.15,0.742,19.6045,358.137,88.254
bearing_steel,0.6156,0.9492,1.8399,910.95,447.77,2.51,70.286,432.427,87.069
bearing_steel,0.773,0.3166,0.4604,935.49,293.81,1.438,1.2676,441.612,88.931
bearing_steel,0.53,1.6011,2.4469,790.58,230.49,2.17,0.2234,359.649,100.111
spring_steel,0.3585,0.6733,0.2812,828.97,424.65,1.071,107.9604,323.332,92.307
low_alloy_steel,0.2858,1.5634,1.4112,967.39,505.35,1.998,35.156,255.011,110.963
low_alloy_steel,0.2772,1.2279,0.5554,955.9,298.01,2.957,92.0346,360.416,77.913
low_alloy_steel,0.2036,1.4486,2.3303,883.83,506.4,3.881,3.9151,191.078,137.485
martensitic_stainless,0.7525,3.2672,0.4726,924.59,453.58,3.876,11.3299,502.901,85.805
spring_steel,1.0305,1.6037,1.3541,767.92,356.09,1.725,0.147,361.129,96.729
martensitic_stainless,0.9878,2.2037,0.5407,799.42,546.71,0.5,0.1259,424.48,95.149
low_alloy_steel,0.6562,1.7273,2.2492,907.93,476.61,1.536,2.9978,304.367,113.242
low_alloy_steel,0.5491,0.593,0.6603,832.46,234.14,1.139,72.6593,354.945,88.126
spring_steel,1.0333,0.4812,1.9697,891.01,543.19,3.749,22.3658,406.42,93.991
martensitic_stainless,0.979,2.2442,1.744,782.33,266.28,1.999,0.1299,543.065,65.033
low_alloy_steel,0.4104,0.9453,0.5166,978.15,193.11,2.108,41.6832,382.49,81.975
martensitic_stainless,0.3426,2.5744,1.6844,761.73,167.37,1.986,3.519,474.358,86.971
spring_steel,0.3921,1.1167,2.2126,793.7,629.85,1.511,103.6869,262.491,153.473
bearing_steel,0.8759,1.737,1.0878,762.13,216.32,1.109,4.9881,417.678,81.453
bearing_steel,0.776,0.6266,2.4609,932.5,535.39,1.192,0.9513,374.347,103.998
bearing_steel,0.3237,1.8454,1.8009,790.04,601.93,3.105,0.1763,204.382,137.111
low_alloy_steel,0.9819,1.5442,2.4686,894.43,332.81,2.326,0.5249,417.129,86.546
martensitic_stainless,0.1718,3.2515,1.3493,965.98,647.16,0.387,126.2215,372.201,108.81
spring_steel,0.5494,1.1723,1.3973,960.92,530.37,0.907,0.9908,259.93,127.508
bearing_steel,1.0228,0.7432,2.0407,866.14,182.26,2.686,12.7069,616.636,49.424
bearing_steel,0.9558,1.2162,1.8157,822.37,317.83,3.474,6.2932,502.983,69.786
martensitic_stainless,0.5559,2.4687,1.9735,961.63,262.57,0.552,0.2319,498.543,81.38
spring_steel,0.7917,1.4271,2.2512,909.28,537.12,3.934,10.8474,367.236,109.672
low_alloy_steel,0.4512,1.0547,1.4359,937.62,346.9,3.317,11.99,317.314,111.335
low_alloy_steel,0.9972,1.8601,0.9186,871.01,326.95,1.517,16.8818,444.353,77.02
low_alloy_steel,0.5846,0.4608,1.3163,849.8,402.18,2.427,108.6617,331.856,99.116
martensitic_stainless,0.7068,2.8739,0.1611,784.39,475.16,3.807,14.774,470.178,73.995
bearing_steel,0.4077,1.935,2.1232,800.23,251.37,1.404,7.9899,405.075,92.108
martensitic_stainless,0.6029,3.2786,0.9603,865.18,189.83,3.537,28.0273,575.45,52.327
martensitic_stainless,0.1999,2.1008,0.822,863.94,599.79,3.81,9.5607,261.456,111.842
bearing_steel,0.8679,0.5132,1.7735,941.89,309.24,0.642,33.8515,519.954,70.106
bearing_steel,0.1543,0.9706,0.2514,863.55,152.62,3.367,61.5976,428.568,66.42
low_alloy_steel,0.2945,1.0146,1.8725,890.75,383.63,3.853,1.0542,214.891,127.428
bearing_steel,0.763,1.3785,0.9644,864.28,224.55,0.34,3.1734,433.958,80.315
martensitic_stainless,0.9854,3.2546,0.6363,791.76,391.74,1.192,0.2845,467.984,65.33
spring_steel,0.6493,0.7388,2.1922,828.82,585.01,1.131,0.1706,209.515,137.27
spring_steel,0.1509,1.5179,0.2909,930.83,457.14,2.861,0.3983,189.336,133.335
bearing_steel,0.8917,0.3965,1.797,895.89,418.85,3.056,48.1771,466.818,82.569
spring_steel,0.3514,1.4801,2.387,889.65,321.9,2.251,1.6653,296.051,107.683
bearing_steel,0.3755,0.5958,2.4017,931.2,231.09,3.838,0.2186,355.245,89.77
martensitic_stainless,0.541,3.9159,0.4668,772.99,335.33,3.157,9.467,491.626,88.526
low_alloy_steel,0.8637,0.6215,1.931,946.14,413.34,1.117,7.4856,369.194,90.422
spring_steel,0.2422,1.3213,0.964,891.48,330.38,0.699,11.4822,281.889,103.029
low_alloy_steel,0.3636,0.4188,0.5494,894.23,264.54,0.321,99.2572,336.988,94.435
bearing_steel,0.1683,0.4197,1.3944,820.77,634.73,2.235,37.5244,216.164,139.862
low_alloy_steel,0.6221,0.8523,0.4007,915.56,604.18,0.867,10.6139,237.049,116.721
martensitic_stainless,0.3315,3.1053,2.3288,854.67,562.84,1.262,129.74,403.797,116.246
spring_steel,0.1817,1.6453,1.712,784.68,392.2,0.386,57.4221,296.753,114.677
spring_steel,0.5402,1.3228,1.14,968.63,373.98,0.473,31.675,386.533,104.89
martensitic_stainless,0.2835,2.2324,1.496,887.83,495.48,1.971,33.3595,388.089,95.872
bearing_steel,0.7572,1.8053,0.2421,974.59,326.98,2.564,2.0759,458.146,74.766
low_alloy_steel,0.927,0.5612,2.0789,878.41,331.19,2.732,117.3161,479.292,76.462
spring_steel,0.2358,0.8172,1.5837,823.72,326.98,3.244,39.581,341.786,99.948
spring_steel,0.9019,1.7647,0.6926,975.85,482.87,2.486,25.3923,451.179,89.365
low_alloy_steel,0.7896,0.5239,2.3729,977.54,227.93,2.709,0.1864,372.286,90.088
bearing_steel,0.5878,1.0784,1.1677,820.47,634.4,2.51,54.412,314.141,115.162
spring_steel,0.6409,0.4791,1.0976,867.48,276.73,0.575,8.5229,385.662,91.286
bearing_steel,0.6617,0.3546,1.973,820.45,374.91,1.498,5.9754,372.142,110.856
bearing_steel,0.3636,0.6396,0.3504,848.79,510.4,0.997,12.5134,257.901,109.197
low_alloy_steel,0.9374,1.5449,1.5401,931.41,541.74,3.506,133.4517,400.471,84.474
martensitic_stainless,1.0152,2.9548,1.9353,794.83,311.39,0.73,22.4837,598.154,62.398
spring_steel,0.831,1.6144,1.2977,796.03,407.31,3.106,1.5822,359.22,106.994
martensitic_stainless,0.5731,2.9788,0.363,787.2,570.33,3.794,133.9107,454.973,90.165
spring_steel,0.7714,1.9724,2.0267,791.33,401.45,1.274,3.1854,346.146,99.481
martensitic_stainless,0.2859,2.6411,1.2822,834.89,347.99,0.829,0.3082,332.466,112.259
spring_steel,0.7612,0.6082,1.7589,952.02,549.89,2.443,0.343,295.37,117.295
bearing_steel,1.0464,0.7775,0.0977,945.38,496.32,1.388,0.6037,400.072,74.368
martensitic_stainless,0.7211,2.9958,2.4165,845.09,336.58,1.845,2.5262,521.34,75.411
spring_steel,0.9679,0.9373,0.4645,827.41,335.09,1.113,0.3026,389.059,82.462
martensitic_stainless,0.7276,3.3523,0.8837,820.67,298.5,2.895,41.6846,541.311,74.012
bearing_steel,0.9988,0.4562,0.3703,906.0,402.24,2.898,73.6312,490.405,76.483
spring_steel,0.7517,1.5464,0.8645,819.08,614.31,2.934,133.1185,374.851,114.682
bearing_steel,0.7716,1.5393,0.0695,793.05,173.54,1.911,0.6639,409.71,79.7
spring_steel,1.0492,0.8996,1.5544,830.52,351.4,1.186,0.1517,386.064,91.078
bearing_steel,0.9009,0.6796,1.0791,951.17,337.19,0.679,0.1596,438.482,83.12
spring_steel,0.5691,1.5212,0.5817,761.7,641.72,2.258,1.3276,154.328,120.317
martensitic_stainless,0.2639,3.0883,0.0366,781.32,300.04,1.422,12.3254,406.569,79.081
bearing_steel,0.9563,0.2855,1.8751,765.73,181.99,1.618,14.0119,516.073,70.398
spring_steel,0.7009,0.1547,1.9446,841.29,480.22,2.424,3.6389,284.798,115.238
spring_steel,0.1654,1.318,0.2695,818.97,470.44,1.552,0.3978,178.786,139.359
martensitic_stainless,0.9916,2.2989,1.82,895.36,492.02,1.06,0.3745,438.453,102.329
bearing_steel,0.2953,0.3059,1.3219,927.35,441.53,3.698,0.2721,221.168,120.724
low_alloy_steel,0.4774,0.4759,0.3144,925.01,366.34,2.559,58.3775,334.676,86.379
bearing_steel,0.6062,1.9147,1.6082,975.26,426.17,1.991,33.6056,446.401,76.161
bearing_steel,0.2486,0.4421,1.2347,864.85,194.14,2.376,51.0343,417.842,77.471
bearing_steel,0.4032,1.6973,0.8241,840.95,292.24,0.779,9.7186,395.766,90.034
bearing_steel,0.9425,0.6211,0.6024,780.51,157.19,3.162,53.4651,560.387,59.912
bearing_steel,0.4165,1.0112,0.6254,953.52,562.34,2.049,30.2213,294.888,100.129
low_alloy_steel,0.2029,0.3055,1.0595,870.03,589.59,3.902,5.2851,166.036,132.088
bearing_steel,0.3873,1.2701,0.6184,929.83,381.78,2.763,1.8763,313.359,111.712
martensitic_stainless,0.6053,3.943,0.5061,837.01,379.83,1.589,56.7805,518.944,77.251
spring_steel,0.9325,0.2261,2.021,846.01,276.73,1.986,78.4622,507.222,75.161
spring_steel,0.79,1.7467,1.3159,771.77,218.86,2.053,30.3875,468.394,56.807
martensitic_stainless,0.7708,2.4096,1.2239,765.64,617.74,1.973,1.8322,377.107,92.645
low_alloy_steel,0.4266,1.048,0.5691,846.94,535.14,2.625,30.4722,233.74,113.086
bearing_steel,0.9251,0.1647,0.2003,872.54,529.42,3.07,106.3335,423.208,71.466
martensitic_stainless,0.4713,2.2899,0.9824,876.47,308.91,0.723,0.1806,425.835,87.886
bearing_steel,0.6339,1.3684,1.029,794.36,460.05,2.843,0.7433,270.948,112.317
martensitic_stainless,0.493,2.1285,1.7791,863.73,443.27,2.763,12.7466,414.062,106.334
bearing_steel,1.0394,1.0353,0.5289,915.29,194.37,2.887,10.2272,571.235,42.303
martensitic_stainless,0.155,3.0958,1.162,875.47,162.94,1.44,0.3688,431.53,77.134
bearing_steel,0.9206,0.8823,2.4617,895.85,450.88,2.761,0.4642,372.05,93.619
martensitic_stainless,0.9066,3.4387,1.6115,795.81,347.25,1.531,68.3107,627.327,72.057
bearing_steel,0.8911,0.6901,1.4162,771.22,315.63,1.606,28.6412,459.703,93.167
martensitic_stainless,0.2034,3.4567,2.2093,908.65,491.54,3.968,123.7599,441.073,103.621
spring_steel,0.7203,0.8518,1.8174,913.32,310.79,1.669,0.5023,370.637,107.944
martensitic_stainless,0.6205,2.5228,2.3104,778.36,229.83,2.273,120.0948,598.813,54.711
spring_steel,0.4124,1.5655,2.372,897.08,370.54,1.37,4.2078,350.749,111.38
bearing_steel,0.7208,0.7266,0.2458,826.0,589.24,3.198,0.52,220.413,108.354
bearing_steel,1.0011,1.3927,1.1118,966.77,444.66,1.971,0.7527,427.881,85.871
martensitic_stainless,0.1868,2.2531,1.4054,773.06,532.19,3.682,4.3578,241.422,130.884
bearing_steel,0.6431,1.636,1.4583,811.07,348.93,3.226,19.1601,421.303,91.976
low_alloy_steel,0.8066,0.6177,2.3313,765.02,347.82,0.333,0.186,274.331,121.237
bearing_steel,0.5396,1.2186,0.3605,908.12,283.01,3.65,2.1223,386.906,72.096
bearing_steel,0.495,0.4662,0.1838,948.33,228.26,2.318,0.2508,359.5,76.394
martensitic_stainless,0.8395,2.5182,1.6954,805.67,180.33,3.06,23.4479,594.045,52.977
low_alloy_steel,0.2654,1.2102,1.5038,903.69,260.65,1.385,6.0672,307.057,99.809
